ID_SPPG,Status_Pengajuan,Status_Operasional,Kota_Kabupaten,Provinsi,Alamat
N3HAW2BQ,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jl Cece Zakaria Pamanukan Kab. Subang, PAMANUKAN, PAMANUKAN, KAB. SUBANG, JAWA BARAT"
JIS9GLXU,Penentuan KA SPPG,Beroperasi,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,"Jl. A.Yani, Depan Gereja St. Yohanes Pemandi Naesleu Kefamenanu Sealatan , KEFAMENANU SELATAN, KOTA KEFAMENANU, KAB. TIMOR TENGAH UTARA, NUSA TENGGARA TIMUR"
HKUDZUR0,Penentuan KA SPPG,Belum Beroperasi,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,"Jl.Prambanan-Piyungan KM 02 Bokoharjo Prambanan Sleman DI Yogyakarta, BOKOHARJO, PRAMBANAN, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
NZ3HPLZ5,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"JL. RAYA GARUT-TASIK NO.36, NGAMPLANGSARI, CILAWU, KAB. GARUT, JAWA BARAT"
LNPRJ0OY,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jl. Raya Dawuan Cisampih Desa. Dawuan Kidul Kecamatan Dawuan., DAWUAN KIDUL, DAWUAN, KAB. SUBANG, JAWA BARAT"
L2M1OX91,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"Jl. Lintas Pantai Timur, Dusun 2 Tirto Sari, RT008 RW002, Desa Sriwangi, Kec. Way Jepara, Kab. Lampung Timur, Lampung, Kode Pos 34396, SRI WANGI, WAY JEPARA, KAB. LAMPUNG TIMUR, LAMPUNG"
UFAADREG,Penentuan KA SPPG,Belum Beroperasi,KAB. BONDOWOSO,JAWA TIMUR,"Dusun Krajan Barat Rt.001 RW.001 Desa Wonosuko Kecamatan Tamanan, WONOSUKO, TAMANAN, KAB. BONDOWOSO, JAWA TIMUR"
VOUH7O2S,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Dusun Kertamukti Rt 06 Rw 2 Desa Jayamukti Kecamatan Blanakan Kabupaten Subang, JAYAMUKTI, BLANAKAN, KAB. SUBANG, JAWA BARAT"
PPLWTNDT,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDA ACEH,ACEH,"J. T. Nyak Arief Lr. Tunggai 3 No. 5
, LAMGUGOB, SYIAH KUALA, KOTA BANDA ACEH, ACEH"
CNOQDZXF,Penentuan KA SPPG,Belum Beroperasi,KAB. BIREUEN,ACEH,"Meunasah Pulo, MEUNASAH PULO, PEUDADA, KAB. BIREUEN, ACEH"
ZGCTCFHY,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"desa braja mulya kecamatan braja selebah kabupaten lampung timur, BRAJA MULYA, BRAJA SELEBAH, KAB. LAMPUNG TIMUR, LAMPUNG"
WMDZ1R1G,Penentuan KA SPPG,Belum Beroperasi,KAB. PIDIE,ACEH,"Mee Lampoih Saka, Desa dua paya, DUA PAYA, PEUKAN BARO, KAB. PIDIE, ACEH"
V42WY8UZ,Penentuan KA SPPG,Belum Beroperasi,KAB. PIDIE JAYA,ACEH,"Gampong Meugit Sagoe Jl. Medan Banda Aceh, Muko Buloh
, MEUGIT SAGOE, BANDAR DUA, KAB. PIDIE JAYA, ACEH"
S6EEESLQ,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH UTARA,ACEH,"Gampong Mane Kawan
, MANE KAWAN, SEUNUDDON, KAB. ACEH UTARA, ACEH"
LXRAG7CB,Penentuan KA SPPG,Belum Beroperasi,KAB. BENER MERIAH,ACEH,"JL. BANDARA REMBELE NO. 10, REMBELE, BUKIT, KAB. BENER MERIAH, ACEH"
0U9KO5GN,Penentuan KA SPPG,Belum Beroperasi,KOTA LANGSA,ACEH,"Jl. Alkahar Gampong Daulat Kota Langsa, DAULAT, LANGSA KOTA, KOTA LANGSA, ACEH"
VS4KGDNN,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jl. Pertigaan Mande Kp. Citalutug RT. 018 RW. 006, SAGALAHERANG KALER, SAGALAHERANG, KAB. SUBANG, JAWA BARAT"
SALIOEMM,Penentuan KA SPPG,Belum Beroperasi,KAB. WAJO,SULAWESI SELATAN,"Jl. Andi Oddang Desa watang Rumpia Kecamatan Majauleng, WATANRUMPIA, MAJAULENG, KAB. WAJO, SULAWESI SELATAN"
QIBNJJKJ,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT,"Desa Sukaraja, SUKARAJA, PRAYA TIMUR, KAB. LOMBOK TENGAH, NUSA TENGGARA BARAT"
OPIOERIA,Penentuan KA SPPG,Belum Beroperasi,KAB. ENREKANG,SULAWESI SELATAN,"Sangeran, Desa Mampu Kecamatan Anggeraja Kab. Enrekang Provinsi Sulwesi Selatan 91752, MAMPU, ANGGERAJA, KAB. ENREKANG, SULAWESI SELATAN"
XQYEJWCE,Penentuan KA SPPG,Belum Beroperasi,KAB. CIREBON,JAWA BARAT,"Blok Kidul RT.003/001 Desa. Karangreja Kec.Suranenggala Kabupaten. Cirebon
, KARANGREJA, SURANENGGALA, KAB. CIREBON, JAWA BARAT"
3GPXULKS,Penentuan KA SPPG,Belum Beroperasi,KAB. CIREBON,JAWA BARAT,"Dusun 1 Rt 001/002 Desa Sedong Kidul Kec. Sedong Kab. Cirebon
, SEDONG KIDUL, SEDONG, KAB. CIREBON, JAWA BARAT"
9KULCCYA,Penentuan KA SPPG,Belum Beroperasi,KAB. BONDOWOSO,JAWA TIMUR,"Rt 25 Rw 07 Dusun Krajan lama, desa gunung anyar, kec tapen, Bondowoso 68283, GUNUNG ANYAR, TAPEN, KAB. BONDOWOSO, JAWA TIMUR"
UVGXMMRA,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG SELATAN,LAMPUNG,"Jl. Raya Serdang Tanjung Bintang, SERDANG, TANJUNG BINTANG, KAB. LAMPUNG SELATAN, LAMPUNG"
L9ALLQTF,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Jl. Setrawangi Selatan I No.1, SUKAGALIH, SUKAJADI, KOTA BANDUNG, JAWA BARAT"
GECJRQX7,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Pesona Ciganitri Blok A No 55 Desa Cipagalo, Kec. Bojongsoang, Kab. Bandung, CIPAGALO, BOJONGSOANG, KAB. BANDUNG, JAWA BARAT"
NCQ6FPDX,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Jl. Barokah, TELAJUNG, CIKARANG BARAT, KAB. BEKASI, JAWA BARAT"
F69E04LU,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Jl. Ciwastra No. 189 RT 006 RW 008
Kel. Mekarjaya
Kec. Rancasari
Kota Bandung, MEKARMULYA, RANCASARI, KOTA BANDUNG, JAWA BARAT"
ECRUGSZG,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Jl. Cikiray Kidul, Sukamanah, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152, SUKAMANAH, CISAAT, KAB. SUKABUMI, JAWA BARAT"
NCRDN0OE,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"Jl. Permata Cimahi Blok A No. 7 RT.005 RW.012, TANIMULYA, NGAMPRAH, KAB. BANDUNG BARAT, JAWA BARAT"
JKU3XYCZ,Penentuan KA SPPG,Belum Beroperasi,KAB. BOJONEGORO,JAWA TIMUR,"Rt 03 Rw 01 Desa pejambon Kecamatan Sumberrejo Kabupaten Bojonegoro Provinsi Jawa Timur, PEJAMBON, SUMBEREJO, KAB. BOJONEGORO, JAWA TIMUR"
DI8FJJCI,Penentuan KA SPPG,Belum Beroperasi,KAB. MUSI BANYUASIN,SUMATERA SELATAN,"DUSUN III DESA PETALING, PETALING, LAIS, KAB. MUSI BANYUASIN, SUMATERA SELATAN"
7QPAO2BX,Penentuan KA SPPG,Belum Beroperasi,KAB. PINRANG,SULAWESI SELATAN,"Jl.ir Juanda no, Watang Sawitto kabupaten Pinrang, MACCORAWALIE, WATANG SAWITTO, KAB. PINRANG, SULAWESI SELATAN"
PDQ7WJY4,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jl. Raya Rancasari KM.4 RT.10 / RW.4 Ds. Rancasari Kec. Pamanukan Kab. Subang Kode Pos. 41254, RANCASARI, PAMANUKAN, KAB. SUBANG, JAWA BARAT"
W7GGATB6,Penentuan KA SPPG,Belum Beroperasi,KAB. KEPULAUAN SELAYAR,SULAWESI SELATAN,"Jl. Krg Senrang No.32 A, Batangmata, Kec. Bontomatene, Kab. Kepulauan Selayar, Sulawesi Selatan, BATANGMATA, BONTOMATENE, KAB. KEPULAUAN SELAYAR, SULAWESI SELATAN"
PYZMFZ1I,Penentuan KA SPPG,Belum Beroperasi,KAB. PANGKAJENE KEPULAUAN,SULAWESI SELATAN,"Jl. poros biring kassi, SAMALEWA, BUNGORO, KAB. PANGKAJENE KEPULAUAN, SULAWESI SELATAN"
NNNIEK6G,Penentuan KA SPPG,Belum Beroperasi,KAB. MAROS,SULAWESI SELATAN,"JL. JEMB. LAMA NO. 75, BONTOA, BONTOA, MANDAI, KAB. MAROS, SULAWESI SELATAN"
GSUB8OGW,Penentuan KA SPPG,Belum Beroperasi,KAB. GOWA,SULAWESI SELATAN,"Jl. Bukit Harapan, BONTOPARANG, PARANGLOE, KAB. GOWA, SULAWESI SELATAN"
CSYIVVXE,Penentuan KA SPPG,Belum Beroperasi,KOTA MAKASSAR,SULAWESI SELATAN,"jl Minasa upa , GUNUNG SARI, RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN"
VVBOWZ2E,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Kp. babakan simpar, Rt 15/06, Desa simpar Kec. cipunagara, SIMPAR, CIPUNAGARA, KAB. SUBANG, JAWA BARAT"
YM05YLQY,Penentuan KA SPPG,Belum Beroperasi,KAB. ASAHAN,SUMATERA UTARA,"KOMPLEK PONDOK PESANTREN DARUL HIKMAH ASAHAN JALAN DURIAN DUSUN II, SEI ALIM HASAK, SEI DADAP, KAB. ASAHAN, SUMATERA UTARA"
NWC4IC4A,Penentuan KA SPPG,Belum Beroperasi,KAB. KEPULAUAN SELAYAR,SULAWESI SELATAN,"Jl. Sutoyo No. 4, Kelurahan Benteng, Kecamatan Benteng, Kabupaten Kepulauan Selayar, Provinsi Sulawesi Selatan, BENTENG, BENTENG, KAB. KEPULAUAN SELAYAR, SULAWESI SELATAN"
8HH4YCXQ,Penentuan KA SPPG,Belum Beroperasi,KOTA BEKASI,JAWA BARAT,"Jl. Makrik No.184, RT.005/RW.004, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17116, BOJONG RAWALUMBU, RAWALUMBU, KOTA BEKASI, JAWA BARAT"
EJQOGCOO,Penentuan KA SPPG,Belum Beroperasi,KOTA PALANGKARAYA,KALIMANTAN TENGAH,"JI. Rajawali VII Gang Jenaka no 88 RT0.4/RW 30 Kelurahan Bukit Tunggal, Kecamatan Jekan Raya, Koat Palangka Raya Provinsi Kalimantan Tengah., BUKIT TUNGGAL, JEKAN RAYA, KOTA PALANGKARAYA, KALIMANTAN TENGAH"
ASJMPYGU,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"Blok Jl. Cukangkawung Kp. Pasir Pogor Rt.03/04 Desa Sirnajaya Kecamatan Tarogong, SIRNAJAYA, TAROGONG KALER, KAB. GARUT, JAWA BARAT"
OOM6OPRS,Penentuan KA SPPG,Belum Beroperasi,KAB. MOJOKERTO,JAWA TIMUR,"Jl.Pendopo Agung / Jl. Syech Jumadil Kubro ( Monumen Garuda ) ds.Trowulan Kel.Trowulan Kec.Trowulan Kab.Mojokerto Prov.Jawa Timur 61362, TROWULAN, TROWULAN, KAB. MOJOKERTO, JAWA TIMUR"
SXTRTCIK,Penentuan KA SPPG,Belum Beroperasi,KAB. BULUKUMBA,SULAWESI SELATAN,"JL. DR SAM RATULANGI LR 2, TANAH KONGKONG, UJUNG BULU, KAB. BULUKUMBA, SULAWESI SELATAN"
GQGHTMHA,Penentuan KA SPPG,Belum Beroperasi,KOTA MAKASSAR,SULAWESI SELATAN,"Dekat Jl. Mesjid Baiturrahman No.66, KARAMPUANG, PANAKKUKANG, KOTA MAKASSAR, SULAWESI SELATAN"
ERQIJM88,Penentuan KA SPPG,Belum Beroperasi,KAB. KUDUS,JAWA TENGAH,"RT 03 RW 01 dukuh pecinan desa bulungcangkring, BULUNGCANGKRING, JEKULO, KAB. KUDUS, JAWA TENGAH"
1ALXAXWF,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"jl. Raya Kopo No.533 cirangrang Kec.Babakan Ciparay Kab.Bandung Jawa Barat, CIRANGRANG, BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT"
AECGODA4,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH BESAR,ACEH,"Jalan Banda Aceh - Medan KM 19, LAM ARA CUT, KUTA MALAKA, KAB. ACEH BESAR, ACEH"
IXCXN4YP,Penentuan KA SPPG,Belum Beroperasi,KAB. TASIKMALAYA,JAWA BARAT,"Jl. Nasional III Kp. Sukamulya RT 02 RW 04 Desa Margamulya Kec. Sukaresik, MARGAMULYA, SUKARESIK, KAB. TASIKMALAYA, JAWA BARAT"
S1IYRVFT,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Blok w5 no.1,, Jl. Raya Bumi Anggrek No.2, Ds. Karangsatria, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat, KARANGSATRIA, TAMBUN UTARA, KAB. BEKASI, JAWA BARAT"
0UDFILRZ,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jalan Raya Patimban, Trungtum RT 004, RW 002 Kel. Patimban Kec. Pusakanagara Subang Jawa Barat, PATIMBAN, PUSAKANAGARA, KAB. SUBANG, JAWA BARAT"
QBGMEDQ8,Penentuan KA SPPG,Belum Beroperasi,KOTA BEKASI,JAWA BARAT,"JLN. SETIA. Nomor 22 RT. 06/RW. 02
, BOJONG RAWALUMBU, RAWALUMBU, KOTA BEKASI, JAWA BARAT"
RNKR5FV7,Penentuan KA SPPG,Belum Beroperasi,KOTA BATAM,KEPULAUAN RIAU,"Citra Pendawa Asri Blok F1 No.16,17,18,20, BULIANG, BATU AJI, KOTA BATAM, KEPULAUAN RIAU"
WXXPSDMM,Penentuan KA SPPG,Belum Beroperasi,KOTA LANGSA,ACEH,"JL. MEDAN - BANDA ACEH KM. 10, BUKET MEUTUAH, LANGSA TIMUR, KOTA LANGSA, ACEH"
4NBXGTQG,Penentuan KA SPPG,Belum Beroperasi,KAB. GORONTALO,GORONTALO,"Jl. Husin Bilondatu, MONGOLATO, TELAGA, KAB. GORONTALO, GORONTALO"
T3DDECRN,Penentuan KA SPPG,Belum Beroperasi,KAB. GORONTALO UTARA,GORONTALO,"Jl. Pelabuhan Kwandang No. 44 Komplek Gereja Karmel, KATIALADA, KWANDANG, KAB. GORONTALO UTARA, GORONTALO"
BUGFZEQB,Penentuan KA SPPG,Belum Beroperasi,KOTA SURABAYA,JAWA TIMUR,"VILLA BUKIT MAS E-1, DUKUH PAKIS, DUKUH PAKIS, KOTA SURABAYA, JAWA TIMUR"
ASAOC1VS,Penentuan KA SPPG,Belum Beroperasi,KAB. KEDIRI,JAWA TIMUR,"JL. HOS COKROAMINOTO DS. TULUNGREJO KEC. PARE KAB. KEDIRI 64212 JAWA TIMUR, TULUNGREJO, PARE, KAB. KEDIRI, JAWA TIMUR"
UMNWAXWE,Penentuan KA SPPG,Belum Beroperasi,KAB. LUWU TIMUR,SULAWESI SELATAN,"JLN TERONG NO 10 DESA WAWONDULA KEC. TOWUTI, WAWONDULA, TOWUTI, KAB. LUWU TIMUR, SULAWESI SELATAN"
I9RDXR8F,Penentuan KA SPPG,Belum Beroperasi,KAB. TANGGAMUS,LAMPUNG,"Dusun cunggung pekon kedamaian kecamatan kotaagung kabupaten tanggamus lampung, KEDAMAIAN, KOTA AGUNG, KAB. TANGGAMUS, LAMPUNG"
YAGGIDOV,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Gobang RT 04/02 Desa Cibunarjaya Kecamatan Ciambar Kabupaten Sukabumi Provinsi Jawa Barat - Indonesia, CIBUNARJAYA, CIAMBAR, KAB. SUKABUMI, JAWA BARAT"
HXMKMLVA,Penentuan KA SPPG,Belum Beroperasi,KAB. BULUKUMBA,SULAWESI SELATAN,"Jl. Poros Sawere Jalanjang Kec. gantarang Kab. Bulukumba Propinsi Suawesi Selatan, JALANJANG, GANTARANG, KAB. BULUKUMBA, SULAWESI SELATAN"
6UJZ7BGH,Penentuan KA SPPG,Belum Beroperasi,KAB. TOLI TOLI,SULAWESI TENGAH,"jalan piring kelurahan panasakan kecamatan baolan provinsi sulawesi tengah kode pos 94511, PANASAKAN, BAOLAN, KAB. TOLI TOLI, SULAWESI TENGAH"
S5TSN6FS,Penentuan KA SPPG,Belum Beroperasi,KAB. KEBUMEN,JAWA TENGAH,"JL. RONGGOWARSITO PERUM SYAHZADAH RT. 005 RW. 006, PEJAGOAN, PEJAGOAN, KAB. KEBUMEN, JAWA TENGAH"
9J5ITHJ0,Penentuan KA SPPG,Belum Beroperasi,KAB. KEBUMEN,JAWA TENGAH,"JL. KARANGBOLONG NO. 120 RT 002 RW 004, TAMBAKSARI, KUWARASAN, KAB. KEBUMEN, JAWA TENGAH"
XW1UKW2D,Penentuan KA SPPG,Belum Beroperasi,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,"JL. MONGINSIDI NO. 31 RT. 037 RW. 010, KARANGWARU, TEGALREJO, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA"
OHD58PB7,Penentuan KA SPPG,Belum Beroperasi,KOTA BATU,JAWA TIMUR,"Jl. Diponegoro No.2 Blok B-6, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65313

, SISIR, BATU, KOTA BATU, JAWA TIMUR"
OZRSRYS0,Penentuan KA SPPG,Belum Beroperasi,KAB. MUARA ENIM,SUMATERA SELATAN,"Jl RAYA PENDOPO DESA TELUK LUBUK KECAMATAN BELIMBING KABUPATEN MUARA ENIM, TELUK LUBUK, BELIMBING, KAB. MUARA ENIM, SUMATERA SELATAN"
UKJSFURE,Penentuan KA SPPG,Belum Beroperasi,KAB. BREBES,JAWA TENGAH,"Karangsawah, Ds. Larangan, Kec. Larangan, LARANGAN, LARANGAN, KAB. BREBES, JAWA TENGAH"
0VBU0TIN,Penentuan KA SPPG,Belum Beroperasi,KAB. SUMEDANG,JAWA BARAT,"Jl. Banjarsari No.38, Ds. Tanjungsari, TANJUNGSARI, TANJUNGSARI, KAB. SUMEDANG, JAWA BARAT"
Z3H9JF4D,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Jl.Raya Pangkalan, Jatilaksana, JATILAKSANA, PANGKALAN, KAB. KARAWANG, JAWA BARAT"
C2VPALJK,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jl. Kp. Bengkok, RT.002/RW009, Kec. Jonggol, Kabupaten Bogor, JONGGOL, JONGGOL, KAB. BOGOR, JAWA BARAT"
HCUG7OT8,Penentuan KA SPPG,Belum Beroperasi,KAB. BLITAR,JAWA TIMUR,"JL. SUROPATI NO. 6, KELURAHAN WLINGI, KECAMATAN WLINGI, KABUPATEN BLITAR, WLINGI, WLINGI, KAB. BLITAR, JAWA TIMUR"
3EPRSSJD,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG SELATAN,LAMPUNG,"Dusun IV Rt012/007 Gg. Kutilang, Way Hui, Kec. Jati Agung, Kab. Lampung Selatan, WAY HUI, JATI AGUNG, KAB. LAMPUNG SELATAN, LAMPUNG"
PGBOWO7P,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA SELATAN,DKI JAKARTA,"Jl. Ciputat Raya No.21 3, RT.11/RW.1, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, PONDOK PINANG, KEBAYORAN LAMA, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA"
SVEOCJZ9,Penentuan KA SPPG,Belum Beroperasi,KAB. PANGKAJENE KEPULAUAN,SULAWESI SELATAN,"JL. AMBARALA NO. 20, TUMAMPUA, PANGKAJENE, KAB. PANGKAJENE KEPULAUAN, SULAWESI SELATAN"
S8IS8X0O,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"KP PASIR LENCA RT 002 RW 011 DESA SUKA RAJA KECAMATAN BANYURESMI 
KABUPATEN GARUT JAWA BARAT 44191
, SUKARAJA, BANYURESMI, KAB. GARUT, JAWA BARAT"
IMNYBCVN,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Jln. Anyar  No. 166 Desa Panyadap Kec. Solokanjeruk Kab. Bandung , PANYADAP, SOLOKANJERUK, KAB. BANDUNG, JAWA BARAT"
IUBY9E1H,Penentuan KA SPPG,Belum Beroperasi,KAB. REMBANG,JAWA TENGAH,"Perumahan Terralestari Harmoni Blok. D19-D23 & D25, Desa Padaran RT.002/RW.005, Kecamatan Rembang, Kabupaten Rembang, Propinsi Jawa Tengah 59219, PADARAN, REMBANG, KAB. REMBANG, JAWA TENGAH"
19FCSJQD,Penentuan KA SPPG,Belum Beroperasi,KAB. TASIKMALAYA,JAWA BARAT,"Jl Cigadog Kp Nanggorak RT/RW 09/04 Desa Jayamukti, JAYAMUKTI, LEUWISARI, KAB. TASIKMALAYA, JAWA BARAT"
UZUG5X58,Penentuan KA SPPG,Belum Beroperasi,KAB. CIANJUR,JAWA BARAT,"KP GEDUG DS PALASARI  RT 003 RW 007 CIPANAS, PALASARI, CIPANAS, KAB. CIANJUR, JAWA BARAT"
ERVLJ5RY,Penentuan KA SPPG,Belum Beroperasi,KAB. KEDIRI,JAWA TIMUR,"Jl. Raya Kras, NYAWANGAN, KRAS, KAB. KEDIRI, JAWA TIMUR"
TQC76MLN,Penentuan KA SPPG,Belum Beroperasi,KAB. MAROS,SULAWESI SELATAN,"JL. poros pangkep - maros, MACCINI BAJI, LAU, KAB. MAROS, SULAWESI SELATAN"
7YSWCL3H,Penentuan KA SPPG,Belum Beroperasi,KOTA BOGOR,JAWA BARAT,"JL. PAGENTONGAN 1 NO. 1 RT 04 RW 06 KELURAHAN PASIR MULYA KECAMATAN BOGOR BARAT KOTA BOGOR PROVINSI JAWA BARAT, PASIR MULYA, BOGOR BARAT, KOTA BOGOR, JAWA BARAT"
HU59IW6V,Penentuan KA SPPG,Belum Beroperasi,KAB. SUMEDANG,JAWA BARAT,"Jalan Raya Rancakalong Desa Nagarawangi Kecamatan Rancakalong Kabupaten Sumedang Provinsi Jawa Barat 45361, NAGARAWANGI, RANCAKALONG, KAB. SUMEDANG, JAWA BARAT"
PFUTGNGZ,Penentuan KA SPPG,Belum Beroperasi,KAB. PESAWARAN,LAMPUNG,"DESA KURUNGAN NYAWA KECAMATAN GEDONG TATAAN KABUPATEN PESAWARAN PROVINSI LAMPUNG, KURUNGAN NYAWA, GEDONG TATAAN, KAB. PESAWARAN, LAMPUNG"
OO0TERDM,Penentuan KA SPPG,Belum Beroperasi,KAB. TAPANULI UTARA,SUMATERA UTARA,"6X6V+VFM Sitabotabo Toruan, Kabupaten Tapanuli Utara, Sumatera Utara, LOBU SIREGAR II, SIBORONG-BORONG, KAB. TAPANULI UTARA, SUMATERA UTARA"
HSIDP99B,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Jl. Cendana Gg Wawai No. 1 RT 018 Kelurahan tanjung Senang Kecamatan Tanjung Senang Kota Bandar Lampung Provinsi Lampung, TANJUNG SENANG, TANJUNG SENANG, KOTA BANDAR LAMPUNG, LAMPUNG"
GLB9YSKB,Penentuan KA SPPG,Belum Beroperasi,KOTA TASIKMALAYA,JAWA BARAT,"Jl Setia Mulya rt. 01 RW 06 Kel. Setia Mulya Kec. tamansari, TAMANSARI, TAMANSARI, KOTA TASIKMALAYA, JAWA BARAT"
5NTWMETF,Penentuan KA SPPG,Belum Beroperasi,KOTA PALEMBANG,SUMATERA SELATAN,"Jl. Sekolahan Perum Griya Permata No.18 RT.27 RW.05 Kel. Talang Jambe,  Kecamatan Sukarami, Palembang,  Sumatera Selatan
, TALANG JAMBE, SUKARAMI, KOTA PALEMBANG, SUMATERA SELATAN"
GNMYYKS0,Penentuan KA SPPG,Belum Beroperasi,KAB. PANGANDARAN,JAWA BARAT,"Dusun Bojojati Desa Pananjung Kec.Pangandaran Kab.Pangandaran, PANANJUNG, PANGANDARAN, KAB. PANGANDARAN, JAWA BARAT"
AAVIDYSG,Penentuan KA SPPG,Belum Beroperasi,KAB. PANGANDARAN,JAWA BARAT,"Desa Kertajaya, Dusun Kertajaya RT/04, RW/04, kec. Mangunjaya, Kab. Pangandaran, KERTAJAYA, MANGUNJAYA, KAB. PANGANDARAN, JAWA BARAT"
F0QZHJST,Penentuan KA SPPG,Belum Beroperasi,KAB. CILACAP,JAWA TENGAH,"Ds.Cisumur, Kec.Gandrungmangu, Kabupaten Cilacap, Jawa Tengah, CISUMUR, GANDRUNGMANGU, KAB. CILACAP, JAWA TENGAH"
GSCBTZSE,Penentuan KA SPPG,Belum Beroperasi,KAB. CILACAP,JAWA TENGAH,"Jl. Tameng RT 05 RW 07 Ds. Bantar, Kec. Cimanggu Kabupaten Cilacap, BANTARMANGU, CIMANGGU, KAB. CILACAP, JAWA TENGAH"
BDQ0G00F,Penentuan KA SPPG,Belum Beroperasi,KOTA SUKABUMI,JAWA BARAT,"Jl. Merbabu No. 7, Kp Babakan Jampang RT002/RW010, Karang Tengah, Gunung Puyuh, Sukabumi, Jawa Barat - 43123, KARANG TENGAH, GUNUNG PUYUH, KOTA SUKABUMI, JAWA BARAT"
YQ1LQVYY,Penentuan KA SPPG,Belum Beroperasi,KAB. TASIKMALAYA,JAWA BARAT,"Kp Cigelem RT 002 RW 001 Desa Sirnasari Kec. Sariwangi Kab. Tasikmalaya JAWA BARAT, SIRNASARI, SARIWANGI, KAB. TASIKMALAYA, JAWA BARAT"
SI229LMZ,Penentuan KA SPPG,Belum Beroperasi,KAB. BANYUWANGI,JAWA TIMUR,"Jl. Samiran, SETAIL, GENTENG, KAB. BANYUWANGI, JAWA TIMUR"
KZJH7SFE,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Dusun Sakurip Desa Tajung, TANJUNG, CIPUNAGARA, KAB. SUBANG, JAWA BARAT"
4UDZJLQA,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Jl. Sekeloa utara no 29, SEKELOA, COBLONG, KOTA BANDUNG, JAWA BARAT"
FA8SH1DM,Penentuan KA SPPG,Belum Beroperasi,KAB. SERANG,BANTEN,"Jl. Raya Cikeusal - Panosogan, Sukaratu, Kec. Cikeusal, Kabupaten Serang, Banten 42175, SUKARATU, CIKEUSAL, KAB. SERANG, BANTEN"
